primary_type,id,case_number,date,block,iucr,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4
ASSAULT,13232620,JG450511,2023-10-04T12:25:00.000,027XX E 89TH ST,051A,AGGRAVATED - HANDGUN,SCHOOL - PUBLIC GROUNDS,False,False,0423,004,7,46,04A,1195915,1846487,2023,2023-10-12T15:42:39.000,41.73365047,-87.557845321,"{'latitude': '41.73365047', 'longitude': '-87.557845321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,21202,42,508,37,25,19,238,5
ASSAULT,13232735,JG450496,2023-10-04T12:20:00.000,027XX W DIVISION ST,0560,SIMPLE,SIDEWALK,False,False,1423,014,26,24,08A,1157992,1907868,2023,2023-10-12T15:42:39.000,41.902941276,-87.695106329,"{'latitude': '41.902941276', 'longitude': '-87.695106329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,21560,25,543,49,4,7,62,26
BATTERY,13232571,JG450490,2023-10-04T12:00:00.000,016XX E 85TH PL,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,0412,004,8,45,08B,1188743,1848616,2023,2023-10-12T15:42:39.000,41.739666981,-87.584051642,"{'latitude': '41.739666981', 'longitude': '-87.584051642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21202,41,431,35,25,19,240,10
BURGLARY,13233107,JG450978,2023-10-04T12:00:00.000,027XX W DEVON AVE,0620,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,2413,024,50,2,05,1156927,1942351,2023,2023-10-12T15:42:39.000,41.997586491,-87.698079463,"{'latitude': '41.997586491', 'longitude': '-87.698079463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42,4450,20,40,27,50,11,52,50
ASSAULT,13234959,JG453369,2023-10-04T12:00:00.000,065XX S RICHMOND ST,0560,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,0831,008,15,66,08A,1157841,1861059,2023,2023-10-12T15:42:39.000,41.774495045,-87.696934918,"{'latitude': '41.774495045', 'longitude': '-87.696934918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,21867,64,382,31,58,13,208,15
BATTERY,13234771,JG453062,2023-10-04T12:00:00.000,036XX W 55TH ST,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0822,008,23,62,08B,1152873,1867886,2023,2023-10-12T15:42:39.000,41.79332881,-87.714966981,"{'latitude': '41.79332881', 'longitude': '-87.714966981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35,22248,60,774,6,58,13,129,23
ASSAULT,13232613,JG450484,2023-10-04T11:40:00.000,032XX W 59TH ST,0560,SIMPLE,NURSING / RETIREMENT HOME,False,False,0822,008,14,63,08A,1155607,1865315,2023,2023-10-12T15:42:39.000,41.786219214,-87.705010461,"{'latitude': '41.786219214', 'longitude': '-87.705010461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,21867,64,344,6,58,13,129,14
BATTERY,13233292,JG451339,2023-10-04T11:34:00.000,042XX S MICHIGAN AVE,0460,SIMPLE,APARTMENT,False,False,0213,002,3,38,08B,1177864,1876876,2023,2023-10-12T15:42:39.000,41.817468354,-87.62305508,"{'latitude': '41.817468354', 'longitude': '-87.62305508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,4301,4,163,9,36,24,102,8
BATTERY,13235758,JG453309,2023-10-04T11:20:00.000,063XX S MAPLEWOOD AVE,0486,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0825,008,16,66,08B,1160464,1862467,2023,2023-10-12T15:42:39.000,41.778305129,-87.687280601,"{'latitude': '41.778305129', 'longitude': '-87.687280601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,21867,64,319,2,58,13,274,16
BATTERY,13232516,JG450348,2023-10-04T11:10:00.000,038XX S COTTAGE GROVE AVE,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0212,002,4,36,08B,1182188,1879430,2023,2023-10-12T15:42:39.000,41.824377542,-87.607114398,"{'latitude': '41.824377542', 'longitude': '-87.607114398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,4301,2,221,10,36,24,101,9
BATTERY,13232436,JG450315,2023-10-04T11:10:00.000,062XX N ARTESIAN AVE,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2413,024,50,2,08B,1158857,1941306,2023,2023-10-12T15:42:39.000,41.994679462,-87.691008535,"{'latitude': '41.994679462', 'longitude': '-87.691008535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42,4450,20,31,27,50,11,52,50
ASSAULT,13232568,JG450341,2023-10-04T11:10:00.000,034XX S DR MARTIN LUTHER KING JR DR,0560,SIMPLE,LIBRARY,False,False,0211,002,4,35,08A,1179379,1882201,2023,2023-10-12T15:42:39.000,41.832046069,-87.617334891,"{'latitude': '41.832046069', 'longitude': '-87.617334891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,21194,1,190,10,40,24,169,9
BATTERY,13232836,JG450813,2023-10-04T11:00:00.000,062XX S INDIANA AVE,0498,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,0311,003,20,40,04B,1178697,1863752,2023,2023-10-12T15:42:39.000,41.781435962,-87.620398718,"{'latitude': '41.781435962', 'longitude': '-87.620398718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,7,404,4,60,18,251,20
BATTERY,13232498,JG450351,2023-10-04T11:00:00.000,016XX S CHRISTIANA AVE,0484,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC BUILDING,False,False,1021,010,24,29,08B,1154304,1891560,2023,2023-10-12T15:42:39.000,41.85826495,-87.709088822,"{'latitude': '41.85826495', 'longitude': '-87.709088822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,34,14,57,21,153,24
ASSAULT,13232534,JG450391,2023-10-04T10:57:00.000,028XX W IRVING PARK RD,0560,SIMPLE,RESTAURANT,True,False,1733,017,35,16,08A,1156880,1926456,2023,2023-10-12T15:42:39.000,41.953970755,-87.698685553,"{'latitude': '41.953970755', 'longitude': '-87.698685553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,21538,16,372,20,39,1,23,35
BATTERY,13232496,JG450419,2023-10-04T10:33:00.000,030XX N MOBILE AVE,0460,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,2511,025,30,19,08B,1133880,1919540,2023,2023-10-12T15:42:39.000,41.935428755,-87.783400598,"{'latitude': '41.935428755', 'longitude': '-87.783400598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39,22254,19,81,44,52,6,179,30
BATTERY,13232566,JG450514,2023-10-04T10:30:00.000,018XX W 80TH ST,0460,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,0611,006,17,71,08B,1165563,1851632,2023,2023-10-12T15:42:39.000,41.748465764,-87.668894176,"{'latitude': '41.748465764', 'longitude': '-87.668894176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,21554,70,574,31,59,20,231,17
BATTERY,13232456,JG450386,2023-10-04T10:30:00.000,016XX N DRAKE AVE,0460,SIMPLE,PARK PROPERTY,False,False,1422,014,26,23,08B,1152568,1910707,2023,2023-10-12T15:42:39.000,41.910840761,-87.714954634,"{'latitude': '41.910840761', 'longitude': '-87.714954634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,22535,24,352,49,1,7,190,26
BATTERY,13232418,JG450290,2023-10-04T10:23:00.000,045XX W NORTH AVE,0460,SIMPLE,BANK,False,False,2533,025,37,23,08B,1146066,1910251,2023,2023-10-12T15:42:39.000,41.909715599,-87.73885249,"{'latitude': '41.909715599', 'longitude': '-87.73885249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,22615,24,286,45,5,6,195,37
BATTERY,13232439,JG450274,2023-10-04T10:20:00.000,024XX E 76TH ST,0498,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,0421,004,7,43,04B,1193651,1855040,2023,2023-10-12T15:42:39.000,41.757176296,-87.565859866,"{'latitude': '41.757176296', 'longitude': '-87.565859866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,22538,39,245,37,24,19,225,5
ASSAULT,13232378,JG450293,2023-10-04T10:17:00.000,029XX W CERMAK RD,0560,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1022,010,24,30,08A,1156944,1889242,2023,2023-10-12T15:42:39.000,41.851851025,-87.69946113,"{'latitude': '41.851851025', 'longitude': '-87.69946113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29,21569,32,201,1,57,21,160,24
ASSAULT,13232590,JG450289,2023-10-04T10:15:00.000,012XX W LELAND AVE,0560,SIMPLE,GOVERNMENT BUILDING / PROPERTY,False,False,1913,019,46,3,08A,1167324,1931353,2023,2023-10-12T15:42:39.000,41.967189655,-87.660150847,"{'latitude': '41.967189655', 'longitude': '-87.660150847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,22616,31,611,39,15,5,6,46
BATTERY,13232560,JG450301,2023-10-04T10:15:00.000,058XX S MICHIGAN AVE,0498,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,0232,002,20,40,04B,1178157,1866270,2023,2023-10-12T15:42:39.000,41.788357874,-87.622302126,"{'latitude': '41.788357874', 'longitude': '-87.622302126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,7,403,4,60,24,268,20
ASSAULT,13232382,JG450281,2023-10-04T10:10:00.000,018XX S KARLOV AVE,051A,AGGRAVATED - HANDGUN,APARTMENT,False,True,1012,010,24,29,04A,1149357,1890630,2023,2023-10-12T15:42:39.000,41.855810178,-87.72727167,"{'latitude': '41.855810178', 'longitude': '-87.72727167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,753,14,57,21,109,24
BATTERY,13232429,JG450285,2023-10-04T10:05:00.000,029XX N LUNA AVE,0486,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2514,025,31,19,08B,1138861,1919026,2023,2023-10-12T15:42:39.000,41.93392915,-87.765107385,"{'latitude': '41.93392915', 'longitude': '-87.765107385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,22618,19,303,17,21,6,177,31
ASSAULT,13232477,JG450481,2023-10-04T10:05:00.000,074XX N ROGERS AVE,0560,SIMPLE,VEHICLE NON-COMMERCIAL,False,False,2422,024,49,1,08A,1163235,1949221,2023,2023-10-12T15:42:39.000,42.016307171,-87.674680263,"{'latitude': '42.016307171', 'longitude': '-87.674680263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,21853,10,489,5,9,11,32,49
BATTERY,13232600,JG450269,2023-10-04T10:00:00.000,019XX S CENTRAL PARK AVE,0420,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA TRAIN,False,False,1024,010,24,29,04B,1152688,1889938,2023,2023-10-12T15:42:39.000,41.85384608,-87.715063469,"{'latitude': '41.85384608', 'longitude': '-87.715063469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,157,14,57,21,156,24
BATTERY,13234902,JG450384,2023-10-04T10:00:00.000,005XX E 75TH ST,0430,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,False,True,0323,003,6,69,04B,1180980,1855398,2023,2023-10-12T15:42:39.000,41.758459496,-87.612285564,"{'latitude': '41.758459496', 'longitude': '-87.612285564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,67,515,32,61,20,227,4
ASSAULT,13233524,JG451577,2023-10-04T10:00:00.000,036XX W WABANSIA AVE,0560,SIMPLE,APARTMENT,False,True,2535,025,26,23,08A,1151644,1911049,2023,2023-10-12T15:42:39.000,41.911797471,-87.718340093,"{'latitude': '41.911797471', 'longitude': '-87.718340093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,22535,24,391,49,1,6,193,26
ASSAULT,13232636,JG450578,2023-10-04T10:00:00.000,067XX S EVANS AVE,051A,AGGRAVATED - HANDGUN,APARTMENT,False,False,0321,003,6,42,04A,1182379,1860397,2023,2023-10-12T15:42:39.000,41.77214496,-87.60700369,"{'latitude': '41.77214496', 'longitude': '-87.60700369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,348,4,60,18,206,4
BURGLARY,13232435,JG450266,2023-10-04T09:57:00.000,132XX S TORRENCE AVE,0630,ATTEMPT FORCIBLE ENTRY,OTHER RAILROAD PROPERTY / TRAIN DEPOT,False,False,0433,004,10,55,05,1195776,1817777,2023,2023-10-12T15:42:39.000,41.654870689,-87.559299704,"{'latitude': '41.654870689', 'longitude': '-87.559299704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,22250,52,586,47,26,19,255,6
BATTERY,13232340,JG450243,2023-10-04T09:55:00.000,059XX S ASHLAND AVE,0460,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,0714,007,16,67,08B,1166686,1865425,2023,2023-10-12T15:42:39.000,41.786291714,-87.664386014,"{'latitude': '41.786291714', 'longitude': '-87.664386014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,22257,65,276,2,23,17,164,16
ASSAULT,13232624,JG450286,2023-10-04T09:49:00.000,001XX E 116TH ST,0560,SIMPLE,APARTMENT,False,True,0532,005,9,53,08A,1179415,1827729,2023,2023-10-12T15:42:39.000,41.682568064,-87.618862675,"{'latitude': '41.682568064', 'longitude': '-87.618862675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,50,229,43,19,10,219,11
BATTERY,13240298,JG459862,2023-10-04T09:40:00.000,073XX S EVANS AVE,0460,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,0323,003,6,69,08B,1182497,1856441,2023,2023-10-13T15:40:50.000,41.761286569,-87.606693651,"{'latitude': '41.761286569', 'longitude': '-87.606693651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,67,515,32,61,18,223,4
BATTERY,13232664,JG450636,2023-10-04T09:40:00.000,001XX E OHIO ST,0430,AGGRAVATED - OTHER DANGEROUS WEAPON,ALLEY,False,False,1834,018,42,8,04B,1177530,1904238,2023,2023-10-12T15:42:39.000,41.892559086,-87.623450463,"{'latitude': '41.892559086', 'longitude': '-87.623450463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,159,36,6,14,74,42
ASSAULT,13240968,JG460737,2023-10-04T09:30:00.000,007XX E 43RD ST,0560,SIMPLE,CHA HALLWAY / STAIRWELL / ELEVATOR,False,False,0214,002,4,38,08A,1181953,1876664,2023,2023-10-14T15:40:51.000,41.816792881,-87.608062183,"{'latitude': '41.816792881', 'longitude': '-87.608062183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,4301,4,583,10,36,24,104,9
BATTERY,13232454,JG450250,2023-10-04T09:30:00.000,077XX S SOUTH SHORE DR,0496,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,0421,004,7,43,04B,1197240,1854764,2023,2023-10-12T15:42:39.000,41.756330319,-87.552716204,"{'latitude': '41.756330319', 'longitude': '-87.552716204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,22538,39,421,37,24,19,225,5
BURGLARY,13232736,JG450657,2023-10-04T09:30:00.000,006XX W LAWRENCE DR,0620,UNLAWFUL ENTRY,PARK PROPERTY,False,False,1914,019,46,3,05,1171129,1932268,2023,2023-10-12T15:42:39.000,41.969617549,-87.646133437,"{'latitude': '41.969617549', 'longitude': '-87.646133437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,22616,31,635,16,15,2,14,48
BURGLARY,13232517,JG450347,2023-10-04T09:27:00.000,066XX S TALMAN AVE,0610,FORCIBLE ENTRY,APARTMENT,False,False,0831,008,16,66,05,1159852,1860513,2023,2023-10-12T15:42:39.000,41.77295567,-87.689577861,"{'latitude': '41.77295567', 'longitude': '-87.689577861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,21867,64,382,31,58,13,208,16
BATTERY,13233444,JG450180,2023-10-04T09:15:00.000,046XX N ROCKWELL ST,0460,SIMPLE,CTA TRAIN,False,False,1911,019,47,4,08B,1158195,1930890,2023,2023-10-12T15:42:39.000,41.966111076,-87.693729782,"{'latitude': '41.966111076', 'longitude': '-87.693729782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13,21849,6,666,18,20,5,10,47
BATTERY,13232614,JG450261,2023-10-04T09:15:00.000,003XX N MICHIGAN AVE,0460,SIMPLE,STREET,False,False,0111,001,42,32,08B,1177246,1902358,2023,2023-10-12T15:42:39.000,41.887406713,-87.6245505,"{'latitude': '41.887406713', 'longitude': '-87.6245505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14309,38,580,36,42,22,87,42
BATTERY,13232380,JG450215,2023-10-04T09:13:00.000,029XX N MILWAUKEE AVE,0460,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,2523,025,35,21,08B,1151662,1919709,2023,2023-10-12T15:42:39.000,41.935560905,-87.718045688,"{'latitude': '41.935560905', 'longitude': '-87.718045688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,21538,22,215,21,39,6,175,35
BURGLARY,13232324,JG450169,2023-10-04T09:02:00.000,054XX S KILDARE AVE,0610,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,0815,008,23,62,05,1148622,1868227,2023,2023-10-12T15:42:39.000,41.794347417,-87.730546438,"{'latitude': '41.794347417', 'longitude': '-87.730546438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35,22248,60,793,6,56,13,105,23
BATTERY,13232334,JG450291,2023-10-04T09:00:00.000,051XX S RACINE AVE,0460,SIMPLE,STREET,False,False,0934,009,20,61,08B,1169191,1870802,2023,2023-10-12T15:42:39.000,41.80099297,-87.65504587,"{'latitude': '41.80099297', 'longitude': '-87.65504587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,14924,59,791,4,37,23,127,20
BATTERY,13232383,JG450205,2023-10-04T09:00:00.000,043XX W POTOMAC AVE,0486,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2534,025,37,23,08B,1147128,1908301,2023,2023-10-12T15:42:39.000,41.904344334,-87.735001079,"{'latitude': '41.904344334', 'longitude': '-87.735001079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,4299,24,286,45,5,6,194,37
BATTERY,13232654,JG450287,2023-10-04T08:54:00.000,081XX S LANGLEY AVE,0461,"AGGRAVATED P.O. - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,True,True,0631,006,6,44,04B,1182313,1851104,2023,2023-10-12T15:42:39.000,41.746645541,-87.607533034,"{'latitude': '41.746645541', 'longitude': '-87.607533034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,40,11,32,61,20,235,4
BATTERY,13233052,JG450910,2023-10-04T08:50:00.000,012XX W ADAMS ST,0460,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,1224,012,27,28,08B,1168050,1899234,2023,2023-10-12T15:42:39.000,41.879037696,-87.658410955,"{'latitude': '41.879037696', 'longitude': '-87.658410955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14917,29,91,46,44,15,92,27
BATTERY,13232552,JG450145,2023-10-04T08:35:00.000,060XX S COTTAGE GROVE AVE,0495,AGGRAVATED OF A SENIOR CITIZEN,GROCERY FOOD STORE,False,False,0313,003,20,42,04B,1182603,1865189,2023,2023-10-12T15:42:39.000,41.78528946,-87.606034015,"{'latitude': '41.78528946', 'longitude': '-87.606034015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,470,4,60,24,132,20
BATTERY,13232272,JG450161,2023-10-04T08:30:00.000,024XX N KILBOURN AVE,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2521,025,31,20,08B,1145984,1915768,2023,2023-10-12T15:42:39.000,41.924856359,-87.739013276,"{'latitude': '41.924856359', 'longitude': '-87.739013276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,22615,21,439,17,2,6,181,31
ASSAULT,13232252,JG450109,2023-10-04T08:30:00.000,012XX N WELLS ST,0560,SIMPLE,SIDEWALK,False,False,1821,018,2,8,08A,1174483,1908628,2023,2023-10-12T15:42:39.000,41.904674107,-87.634509412,"{'latitude': '41.904674107', 'longitude': '-87.634509412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51,14926,37,290,11,54,14,198,2
ASSAULT,13232300,JG450135,2023-10-04T08:18:00.000,022XX S STATE ST,0560,SIMPLE,STREET,False,False,0131,001,3,33,08A,1176664,1889536,2023,2023-10-12T15:42:39.000,41.852235525,-87.627075157,"{'latitude': '41.852235525', 'longitude': '-87.627075157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,21194,34,193,9,40,22,94,8
BATTERY,13234858,JG453127,2023-10-04T08:00:00.000,016XX W 66TH ST,0440,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,False,True,0725,007,15,67,08B,1166585,1860946,2023,2023-10-12T15:42:39.000,41.774002927,-87.664883991,"{'latitude': '41.774002927', 'longitude': '-87.664883991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,22257,65,280,3,23,17,204,15
ASSAULT,13232526,JG450138,2023-10-04T08:00:00.000,027XX W 66TH ST,0560,SIMPLE,STREET,False,True,0831,008,16,66,08A,1159064,1860755,2023,2023-10-12T15:42:39.000,41.773635903,-87.692459877,"{'latitude': '41.773635903', 'longitude': '-87.692459877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,21867,64,382,31,58,13,208,16
